cohort,activityIndex,segmentIndex,startKm,endKm,distanceKm,avgGrade,meanAltitudeM,elevGainM,elevLossM,progress,gapFactor,altitudePenalty,meanHrReserve,segmentTrimp,cumTrimpBefore,decayedTrimpBefore,terrainFamily,technicalityCombined,actualTimeSec,stage3PredictedTimeSec,stage3ResidualSec,stage3FatigueState,stage3AcuteTrimpCol,stage3FatigueModel
hardTrailRun,A0086,6,5.999627458929179,6.999854736917838,1.0002272779886585,-0.09771267142661141,839.8396092859831,0.0,101.19999999999993,0.5240535072659575,0.6308501978953315,0.011620124494346684,0.6918518518518518,0.12953653385754668,2.2371329900135652,1.273773518301405,descent,0.34510998348618055,279.0,303.26259161208196,24.262591612081962,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0086,7,6.999854736917838,8.000264642436075,1.0004099055182376,-0.10993828369189959,738.6364729357123,1.8999999999999773,115.30000000000007,0.6047060222652414,0.6830740182430043,0.009345263174537877,0.7436634717784877,0.17254351040681162,2.3666695238711117,1.073171165237085,descent,0.42555839831526493,313.0,304.84416418517486,-8.155835814825139,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0086,8,8.000264642436075,8.99935227944393,0.9990876370078539,-0.17653109691352845,597.6730376427168,0.0,178.19999999999993,0.6853125944458793,0.6897387275890129,0.006576061682070589,0.7268943089430894,0.21391935389562886,2.5392130342779233,0.9675682635246747,steep_descent,0.4583369524135555,410.0,313.6268331570115,-96.3731668429885,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0086,9,8.99935227944393,9.999565991340615,1.000213711896686,-0.06398366005412057,453.5766182627539,18.600000000000023,82.60000000000002,0.7659112573918317,0.8489909299054829,0.00422590369825937,0.8190329218106995,0.2273372912495611,2.7531323881735523,0.930711553268078,descent,1.0,324.0,342.18784356412885,18.187843564128855,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0086,10,9.999565991340615,11.00119292937184,1.0016269380312242,-0.01525800131598201,417.5209682914493,19.799999999999955,36.0,0.8466122882311553,0.9673183372009014,0.003713847062716158,0.7988343558282209,0.21461306893783755,2.9804696794231136,0.9168253681095364,mixed_climb_descent,0.7487592994395397,326.0,400.0971832309665,74.0971832309665,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0086,11,11.00119292937184,12.001566871805194,1.0003739424333542,-0.2019022031697601,308.92482994690585,0.0,205.29999999999998,0.9273197785104353,0.6900323140447725,0.0023553728096125104,0.8210271317829457,0.24288635995965796,3.195082748360951,0.8938140068166054,steep_descent,0.833355701070985,344.0,276.9678301679728,-67.0321698320272,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0086,12,12.001566871805194,12.402819574347179,0.401252702541985,-0.03452924394503114,203.482768853561,0.20000000000001705,13.400000000000006,0.9838241336924751,0.8989181760622353,0.0013004071785803761,0.8688888888888889,0.09829738637793285,3.437969108320609,0.9050400621099324,flat,0.38266267103316814,120.0,136.60604625888487,16.606046258884874,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0090,0,0.0,0.9993346485448331,0.9993346485448331,0.10596694944519187,264.26137447477305,108.39999999999998,1.1999999999999886,0.06914037774363163,1.8017629973214646,0.001876746777903615,0.6417943107221007,0.17879146102700633,0.0,0.0,climb,1.0,457.0,900.4019745829046,443.4019745829046,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0090,1,0.9993346485448331,2.0008632143663947,1.0015285658215616,0.10571638825391885,417.51754725167916,119.39999999999998,13.499999999999943,0.20757292249335285,1.9243155453662752,0.003713799920956995,0.7867162698412699,0.42566174872458584,0.17879146102700633,0.17879146102700633,climb,0.4579684455044702,672.0,787.6717118981704,115.67171189817043,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0090,2,2.0008632143663947,3.000104408311062,0.9992411939446675,0.14967611220423072,513.9236102111912,149.00000000000017,2.900000000000091,0.34599900145469503,2.125866226750316,0.005151008159397175,0.7003931006819094,0.39704517729093836,0.6044532097515922,0.5581137207556974,climb,0.6608525229337141,831.0,976.5963676799877,145.59636767998768,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0090,3,3.000104408311062,3.9993003244385785,0.9991959161275163,-0.08311540921080968,539.99659742589,0.0,87.70000000000005,0.48426369275553255,0.6974031647237093,0.005577063360886925,0.5105095541401273,0.07594462493774054,1.0014983870425307,0.8105059908392273,descent,0.6905709820238499,314.0,439.7110940353044,125.71109403530443,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0090,4,3.9993003244385785,4.998746438710636,0.9994461142720579,-0.04927539040127849,465.3524016263648,16.0,66.59999999999991,0.622542561758368,0.8742702280685395,0.004399731565605025,0.7649122807017543,0.19077006155243753,1.0774430119802711,0.6763822309231297,descent,1.0,323.0,367.5498930801762,44.54989308017622,decayed,decayedTrimpBefore,exponential
hardTrailRun,A0090,5,4.998746438710636,6.000024765470096,1.0012783267594596,-0.04289191048535059,435.4139628741509,15.599999999999966,59.0,0.7609655052791032,0.9675778975685214,0.003964158224194936,0.781,0.22390524617560167,1.2682130735327086,0.6918463423656414,descent,1.0,360.0,398.95381338494417,38.95381338494417,decayed,decayedTrimpBefore,exponential
